driver_id,pool_location,driver_rating
DRV-BB-00614,Pool Kramat Jati,5.0
DRV-BB-00615,Pool Ciputat,5.0
DRV-BB-00616,Pool Mampang,4.99
DRV-BB-00617,Pool Ciputat,4.95
DRV-BB-00618,Pool Kelapa Gading,4.9
DRV-BB-00619,Pool Ciputat,4.69
DRV-BB-00620,Pool Halim,4.72
DRV-BB-00621,Pool Halim,4.74
DRV-BB-00622,Pool Kelapa Gading,4.63
DRV-BB-00623,Pool Puri,4.87
DRV-BB-00624,Pool Mampang,4.81
DRV-BB-00625,Pool Kelapa Gading,4.97
DRV-BB-00626,Pool Ciputat,4.89
DRV-BB-00627,Pool Ciputat,4.82
DRV-BB-00628,Pool Puri,4.86
DRV-BB-00629,Pool Puri,4.96
DRV-BB-00630,Pool Ciputat,4.85
DRV-BB-00631,Pool Halim,4.8
DRV-BB-00632,Pool BSD,4.64
DRV-BB-00633,Pool Halim,4.64
DRV-BB-00634,Pool Ciputat,4.74
DRV-BB-00635,Pool Puri,4.74
DRV-BB-00636,Pool Mampang,4.95
DRV-BB-00637,Pool Halim,4.97
DRV-BB-00638,Pool Ciputat,4.63
DRV-BB-00639,Pool Kramat Jati,4.81
DRV-BB-00640,Pool Kramat Jati,4.66
DRV-BB-00641,Pool Ciputat,4.71
DRV-BB-00642,Pool Kelapa Gading,4.88
DRV-BB-00643,Pool Ciputat,4.91
DRV-BB-00644,Pool Kramat Jati,4.69
DRV-BB-00645,Pool Puri,4.84
DRV-BB-00646,Pool Ciputat,4.78
DRV-BB-00647,Pool Halim,4.9
DRV-BB-00648,Pool Kramat Jati,4.67
DRV-BB-00649,Pool Mampang,4.75
DRV-BB-00650,Pool Ciputat,4.81
DRV-BB-00651,Pool Ciputat,4.66
DRV-BB-00652,Pool BSD,4.84
DRV-BB-00653,Pool Halim,4.96
DRV-BB-00654,Pool Puri,4.64
DRV-BB-00655,Pool BSD,4.7
DRV-BB-00656,Pool BSD,4.79
DRV-BB-00657,Pool Puri,4.63
DRV-BB-00658,Pool BSD,4.71
DRV-BB-00659,Pool BSD,4.76
DRV-BB-00660,Pool Mampang,4.87
DRV-BB-00661,Pool Puri,4.99
DRV-BB-00662,Pool BSD,4.8
DRV-BB-00663,Pool Mampang,4.69
DRV-BB-00664,Pool Ciputat,4.63
DRV-BB-00665,Pool Kelapa Gading,4.69
DRV-BB-00666,Pool Halim,4.6
DRV-BB-00667,Pool BSD,4.83
DRV-BB-00668,Pool Mampang,4.74
DRV-BB-00669,Pool Kramat Jati,4.85
DRV-BB-00670,Pool Puri,4.96
DRV-BB-00671,Pool Mampang,4.82
DRV-BB-00672,Pool Puri,4.64
DRV-BB-00673,Pool Puri,4.98
DRV-BB-00674,Pool BSD,4.71
DRV-BB-00675,Pool Puri,4.8
DRV-BB-00676,Pool Puri,4.87
DRV-BB-00677,Pool Halim,4.61
DRV-BB-00678,Pool Puri,4.64
DRV-BB-00679,Pool Kramat Jati,4.85
DRV-BB-00680,Pool Kramat Jati,4.68
DRV-BB-00681,Pool BSD,4.99
DRV-BB-00682,Pool Halim,4.8
DRV-BB-00683,Pool Mampang,4.95
DRV-BB-00684,Pool Puri,4.96
DRV-BB-00685,Pool Puri,4.91
DRV-BB-00686,Pool Kelapa Gading,4.72
DRV-BB-00687,Pool Halim,4.9
DRV-BB-00688,Pool Mampang,4.95
DRV-BB-00689,Pool Halim,4.69
DRV-BB-00690,Pool BSD,4.7
DRV-BB-00691,Pool Ciputat,4.87
DRV-BB-00692,Pool Puri,4.61
DRV-BB-00693,Pool Halim,4.88
DRV-BB-00694,Pool Kramat Jati,4.88
DRV-BB-00695,Pool Puri,4.68
DRV-BB-00696,Pool Puri,4.69
DRV-BB-00697,Pool Mampang,4.71
DRV-BB-00698,Pool Ciputat,4.98
DRV-BB-00699,Pool Halim,4.84
DRV-BB-00700,Pool Puri,4.72
DRV-BB-00701,Pool Ciputat,4.6
DRV-BB-00702,Pool Puri,4.79
DRV-BB-00703,Pool Mampang,4.99
DRV-BB-00704,Pool Puri,4.98
DRV-BB-00705,Pool Mampang,4.94
DRV-BB-00706,Pool Kramat Jati,4.84
DRV-BB-00707,Pool Halim,4.81
DRV-BB-00708,Pool BSD,4.86
DRV-BB-00709,Pool Kramat Jati,4.73
DRV-BB-00710,Pool Kramat Jati,4.77
DRV-BB-00711,Pool BSD,4.96
DRV-BB-00712,Pool BSD,4.93
DRV-BB-00713,Pool Kelapa Gading,4.79
DRV-BB-00714,Pool Puri,4.8
DRV-BB-00715,Pool Kelapa Gading,4.71
DRV-BB-00716,Pool Puri,4.76
DRV-BB-00717,Pool Halim,4.95
DRV-BB-00718,Pool BSD,4.78
DRV-BB-00719,Pool Puri,4.7
DRV-BB-00720,Pool Puri,4.67
DRV-BB-00721,Pool Kramat Jati,4.66
DRV-BB-00722,Pool BSD,4.65
DRV-BB-00723,Pool Puri,4.78
DRV-BB-00724,Pool Kramat Jati,4.76
DRV-BB-00725,Pool Ciputat,4.71
DRV-BB-00726,Pool Ciputat,4.97
DRV-BB-00727,Pool Puri,4.93
DRV-BB-00728,Pool Puri,4.7
DRV-BB-00729,Pool Halim,4.74
DRV-BB-00730,Pool Mampang,4.61
DRV-BB-00731,Pool Ciputat,4.81
DRV-BB-00732,Pool Puri,4.81
DRV-BB-00733,Pool Kelapa Gading,4.89
DRV-BB-00734,Pool Kramat Jati,4.69
DRV-BB-00735,Pool Puri,4.79
DRV-BB-00736,Pool Kelapa Gading,4.86
DRV-BB-00737,Pool Halim,4.72
DRV-BB-00738,Pool Halim,4.87
DRV-BB-00739,Pool Puri,4.82
DRV-BB-00740,Pool Kelapa Gading,4.79
DRV-BB-00741,Pool Kramat Jati,4.74
DRV-BB-00742,Pool Kramat Jati,4.96
DRV-BB-00743,Pool Kelapa Gading,4.82
DRV-BB-00744,Pool Puri,4.78
DRV-BB-00745,Pool Kelapa Gading,4.72
DRV-BB-00746,Pool Halim,4.9
DRV-BB-00747,Pool Kramat Jati,4.84
DRV-BB-00748,Pool Halim,4.65
DRV-BB-00749,Pool Puri,4.68
DRV-BB-00750,Pool Kelapa Gading,4.98
DRV-BB-00751,Pool Ciputat,4.72
DRV-BB-00752,Pool Halim,4.62
DRV-BB-00753,Pool Halim,4.71
DRV-BB-00754,Pool Kramat Jati,4.87
DRV-BB-00755,Pool BSD,4.75
DRV-BB-00756,Pool Kelapa Gading,4.7
DRV-BB-00757,Pool BSD,4.6
DRV-BB-00758,Pool Mampang,4.84
DRV-BB-00759,Pool Ciputat,4.84
DRV-BB-00760,Pool Kramat Jati,4.81
DRV-BB-00761,Pool Halim,4.94
DRV-BB-00762,Pool Kramat Jati,4.68
DRV-BB-00763,Pool Mampang,4.97
DRV-BB-00764,Pool Puri,4.63
DRV-BB-00765,Pool Mampang,4.94
DRV-BB-00766,Pool Kramat Jati,4.81
DRV-BB-00767,Pool Kramat Jati,4.78
DRV-BB-00768,Pool Mampang,4.8
DRV-BB-00769,Pool Mampang,5.0
DRV-BB-00770,Pool Kramat Jati,4.85
DRV-BB-00771,Pool Ciputat,4.69
DRV-BB-00772,Pool BSD,4.68
DRV-BB-00773,Pool BSD,4.78
DRV-BB-00774,Pool Ciputat,4.73
DRV-BB-00775,Pool BSD,4.66
DRV-BB-00776,Pool Mampang,4.96
DRV-BB-00777,Pool Mampang,4.97
DRV-BB-00778,Pool Ciputat,4.78
DRV-BB-00779,Pool Halim,4.7
DRV-BB-00780,Pool Ciputat,5.0
DRV-BB-00781,Pool BSD,4.65
DRV-BB-00782,Pool Ciputat,4.77
DRV-BB-00783,Pool Mampang,4.81
DRV-BB-00784,Pool BSD,4.91
DRV-BB-00785,Pool Kramat Jati,4.7
DRV-BB-00786,Pool Halim,4.94
DRV-BB-00787,Pool Kramat Jati,4.78
DRV-BB-00788,Pool Halim,4.69
DRV-BB-00789,Pool Mampang,4.67
DRV-BB-00790,Pool Ciputat,4.78
DRV-BB-00791,Pool Kramat Jati,4.98
DRV-BB-00792,Pool Ciputat,4.9
DRV-BB-00793,Pool Ciputat,4.67
DRV-BB-00794,Pool BSD,4.72
DRV-BB-00795,Pool Ciputat,4.65
DRV-BB-00796,Pool Mampang,4.62
DRV-BB-00797,Pool BSD,4.92
DRV-BB-00798,Pool Kramat Jati,4.8
DRV-BB-00799,Pool Ciputat,4.68
DRV-BB-00800,Pool Kelapa Gading,4.76
DRV-BB-00801,Pool Puri,4.79
DRV-BB-00802,Pool Ciputat,4.6
DRV-BB-00803,Pool Kramat Jati,4.75
DRV-BB-00804,Pool Kramat Jati,4.74
DRV-BB-00805,Pool BSD,4.96
DRV-BB-00806,Pool Ciputat,4.88
DRV-BB-00807,Pool BSD,4.93
DRV-BB-00808,Pool Puri,4.71
DRV-BB-00809,Pool Puri,4.86
DRV-BB-00810,Pool Puri,4.75
DRV-BB-00811,Pool BSD,4.92
DRV-BB-00812,Pool Ciputat,4.95
DRV-BB-00813,Pool BSD,4.98
DRV-BB-00814,Pool Ciputat,4.91
DRV-BB-00815,Pool Ciputat,4.84
DRV-BB-00816,Pool Kelapa Gading,4.92
DRV-BB-00817,Pool Mampang,4.76
DRV-BB-00818,Pool Mampang,4.89
DRV-BB-00819,Pool Kelapa Gading,4.9
DRV-BB-00820,Pool BSD,4.83
DRV-BB-00821,Pool Ciputat,4.71
DRV-BB-00822,Pool Ciputat,4.69
DRV-BB-00823,Pool Halim,4.8
DRV-BB-00824,Pool Mampang,4.87
DRV-BB-00825,Pool Mampang,4.9
DRV-BB-00826,Pool Mampang,4.86
DRV-BB-00827,Pool Ciputat,4.73
DRV-BB-00828,Pool Kramat Jati,4.63
DRV-BB-00829,Pool BSD,4.98
DRV-BB-00830,Pool Mampang,4.75
DRV-BB-00831,Pool Puri,4.99
DRV-BB-00832,Pool Halim,4.65
DRV-BB-00833,Pool BSD,5.0
DRV-BB-00834,Pool Puri,4.79
DRV-BB-00835,Pool Puri,4.72
DRV-BB-00836,Pool Ciputat,4.61
DRV-BB-00837,Pool Kelapa Gading,4.89
DRV-BB-00838,Pool Mampang,4.85
DRV-BB-00839,Pool Kramat Jati,4.61
DRV-BB-00840,Pool Mampang,5.0
DRV-BB-00841,Pool Kramat Jati,4.64
DRV-BB-00842,Pool Kramat Jati,4.87
DRV-BB-00843,Pool BSD,4.93
DRV-BB-00844,Pool Halim,4.9
DRV-BB-00845,Pool Halim,4.84
DRV-BB-00846,Pool Kramat Jati,4.73
DRV-BB-00847,Pool Kramat Jati,4.64
DRV-BB-00848,Pool Mampang,4.75
DRV-BB-00849,Pool Kramat Jati,4.61
DRV-BB-00850,Pool Mampang,4.77
DRV-BB-00851,Pool Kelapa Gading,4.69
DRV-BB-00852,Pool Mampang,4.85
DRV-BB-00853,Pool Kelapa Gading,4.79
DRV-BB-00854,Pool Mampang,4.84
DRV-BB-00855,Pool Puri,4.89
DRV-BB-00856,Pool Halim,4.8
DRV-BB-00857,Pool Kelapa Gading,4.97
DRV-BB-00858,Pool Kelapa Gading,4.97
DRV-BB-00859,Pool Kelapa Gading,4.87
DRV-BB-00860,Pool Kelapa Gading,4.79
DRV-BB-00861,Pool Kelapa Gading,4.72
DRV-BB-00862,Pool Mampang,4.81
DRV-BB-00863,Pool BSD,4.62
DRV-BB-00864,Pool BSD,4.78
DRV-BB-00865,Pool Puri,4.88
DRV-BB-00866,Pool BSD,4.84
DRV-BB-00867,Pool Mampang,4.79
DRV-BB-00868,Pool Puri,4.67
DRV-BB-00869,Pool Halim,4.92
DRV-BB-00870,Pool Halim,4.79
DRV-BB-00871,Pool Kelapa Gading,4.85
DRV-BB-00872,Pool BSD,4.88
DRV-BB-00873,Pool Kramat Jati,4.93
DRV-BB-00874,Pool Puri,4.69
DRV-BB-00875,Pool Mampang,4.73
DRV-BB-00876,Pool Kelapa Gading,4.76
DRV-BB-00877,Pool BSD,4.96
DRV-BB-00878,Pool Ciputat,4.86
DRV-BB-00879,Pool Kelapa Gading,4.91
DRV-BB-00880,Pool Kramat Jati,4.77
DRV-BB-00881,Pool Puri,4.77
DRV-BB-00882,Pool BSD,4.73
DRV-BB-00883,Pool Ciputat,4.96
DRV-BB-00884,Pool Puri,4.98
DRV-BB-00885,Pool Puri,4.93
DRV-BB-00886,Pool Kramat Jati,4.68
DRV-BB-00887,Pool Kelapa Gading,4.85
DRV-BB-00888,Pool BSD,4.9
DRV-BB-00889,Pool Halim,4.94
DRV-BB-00890,Pool Mampang,4.79
DRV-BB-00891,Pool Halim,4.88
DRV-BB-00892,Pool Kramat Jati,4.86
DRV-BB-00893,Pool Kelapa Gading,4.86
DRV-BB-00894,Pool Kramat Jati,4.66
DRV-BB-00895,Pool Kramat Jati,4.88
DRV-BB-00896,Pool Puri,4.93
DRV-BB-00897,Pool Kelapa Gading,4.92
DRV-BB-00898,Pool Mampang,4.84
DRV-BB-00899,Pool Ciputat,4.8
DRV-BB-00900,Pool Puri,4.73
DRV-BB-00901,Pool Puri,4.94
DRV-BB-00902,Pool Halim,4.95
DRV-BB-00903,Pool BSD,4.8
DRV-BB-00904,Pool Halim,4.79
DRV-BB-00905,Pool Ciputat,4.67
DRV-BB-00906,Pool Mampang,4.9
DRV-BB-00907,Pool Ciputat,4.72
DRV-BB-00908,Pool Halim,4.81
DRV-BB-00909,Pool Mampang,4.94
DRV-BB-00910,Pool Ciputat,4.92
DRV-BB-00911,Pool Halim,4.9
DRV-BB-00912,Pool Puri,4.74
DRV-BB-00913,Pool BSD,4.85
DRV-BB-00914,Pool Kramat Jati,4.83
DRV-BB-00915,Pool Ciputat,4.65
DRV-BB-00916,Pool Kelapa Gading,4.83
DRV-BB-00917,Pool Kramat Jati,4.89
DRV-BB-00918,Pool Kelapa Gading,4.86
DRV-BB-00919,Pool Kelapa Gading,4.98
DRV-BB-00920,Pool Ciputat,4.92
DRV-BB-00921,Pool Ciputat,4.78
DRV-BB-00922,Pool Kelapa Gading,4.65
DRV-BB-00923,Pool BSD,4.91
DRV-BB-00924,Pool Ciputat,4.96
DRV-BB-00925,Pool Puri,4.74
DRV-BB-00926,Pool Puri,4.83
DRV-BB-00927,Pool Mampang,4.96
DRV-BB-00928,Pool Puri,4.66
DRV-BB-00929,Pool Kelapa Gading,4.83
DRV-BB-00930,Pool BSD,4.89
DRV-BB-00931,Pool Puri,4.81
DRV-BB-00932,Pool Ciputat,4.63
DRV-BB-00933,Pool Ciputat,4.65
DRV-BB-00934,Pool BSD,4.89
DRV-BB-00935,Pool Halim,4.88
DRV-BB-00936,Pool Halim,4.62
DRV-BB-00937,Pool Puri,4.8
DRV-BB-00938,Pool Ciputat,4.69
DRV-BB-00939,Pool Ciputat,4.68
DRV-BB-00940,Pool Kramat Jati,4.65
DRV-BB-00941,Pool Halim,4.94
DRV-BB-00942,Pool Puri,4.99
DRV-BB-00943,Pool BSD,4.74
DRV-BB-00944,Pool Mampang,4.67
DRV-BB-00945,Pool Ciputat,4.69
DRV-BB-00946,Pool Kramat Jati,4.82
DRV-BB-00947,Pool Puri,4.9
DRV-BB-00948,Pool Puri,4.99
DRV-BB-00949,Pool BSD,4.98
DRV-BB-00950,Pool BSD,4.65
DRV-BB-00951,Pool Ciputat,4.79
DRV-BB-00952,Pool Halim,4.72
DRV-BB-00953,Pool Puri,4.75
DRV-BB-00954,Pool Mampang,4.68
DRV-BB-00955,Pool Mampang,4.68
DRV-BB-00956,Pool Kramat Jati,4.88
DRV-BB-00957,Pool Ciputat,4.98
DRV-BB-00958,Pool Mampang,4.66
DRV-BB-00959,Pool Halim,4.72
DRV-BB-00960,Pool Ciputat,4.66
DRV-BB-00961,Pool Kramat Jati,4.94
DRV-BB-00962,Pool Halim,4.91
DRV-BB-00963,Pool Halim,4.82
DRV-BB-00964,Pool Halim,4.74
DRV-BB-00965,Pool Halim,4.82
DRV-BB-00966,Pool Puri,4.71
DRV-BB-00967,Pool Halim,4.98
DRV-BB-00968,Pool Puri,4.68
DRV-BB-00969,Pool Kramat Jati,4.89
DRV-BB-00970,Pool Ciputat,4.75
DRV-BB-00971,Pool Mampang,4.77
DRV-BB-00972,Pool Halim,4.8
DRV-BB-00973,Pool BSD,4.73
DRV-BB-00974,Pool Mampang,4.84
DRV-BB-00975,Pool Mampang,4.73
DRV-BB-00976,Pool BSD,4.74
DRV-BB-00977,Pool Kelapa Gading,4.62
DRV-BB-00978,Pool Mampang,4.67
DRV-BB-00979,Pool Halim,4.91
DRV-BB-00980,Pool Kelapa Gading,4.65
DRV-BB-00981,Pool Kramat Jati,4.83
DRV-BB-00982,Pool Ciputat,4.93
DRV-BB-00983,Pool Ciputat,4.86
DRV-BB-00984,Pool Ciputat,4.81
DRV-BB-00985,Pool Halim,4.66
DRV-BB-00986,Pool Mampang,4.87
DRV-BB-00987,Pool Mampang,4.8
DRV-BB-00988,Pool BSD,4.64
DRV-BB-00989,Pool Halim,4.9
DRV-BB-00990,Pool Halim,4.76
DRV-BB-00991,Pool BSD,4.75
DRV-BB-00992,Pool Ciputat,5.0
DRV-BB-00993,Pool Puri,4.79
DRV-BB-00994,Pool Kramat Jati,4.61
DRV-BB-00995,Pool Kelapa Gading,4.88
DRV-BB-00996,Pool Ciputat,4.8
DRV-BB-00997,Pool Kramat Jati,4.64
DRV-BB-00998,Pool Ciputat,5.0
DRV-BB-00999,Pool Kelapa Gading,4.77
DRV-BB-01000,Pool Ciputat,4.85
DRV-BB-01001,Pool Puri,4.92
DRV-BB-01002,Pool Ciputat,4.82
DRV-BB-01003,Pool Kramat Jati,4.71
DRV-BB-01004,Pool Kramat Jati,4.99
DRV-BB-01005,Pool Kelapa Gading,4.87
DRV-BB-01006,Pool Mampang,4.76
DRV-BB-01007,Pool BSD,4.92
DRV-BB-01008,Pool Ciputat,4.91
DRV-BB-01009,Pool Kramat Jati,4.83
DRV-BB-01010,Pool Puri,4.95
DRV-BB-01011,Pool Ciputat,4.67
DRV-BB-01012,Pool BSD,4.65
DRV-BB-01013,Pool Halim,4.97
DRV-BB-01014,Pool Kelapa Gading,4.93
DRV-BB-01015,Pool Halim,4.81
DRV-BB-01016,Pool Halim,4.67
DRV-BB-01017,Pool Puri,4.94
DRV-BB-01018,Pool Kramat Jati,4.94
DRV-BB-01019,Pool Mampang,4.85
DRV-BB-01020,Pool Kelapa Gading,4.72
DRV-BB-01021,Pool Ciputat,4.96
DRV-BB-01022,Pool Mampang,4.73
DRV-BB-01023,Pool Ciputat,4.75
DRV-BB-01024,Pool BSD,4.74
DRV-BB-01025,Pool Puri,4.93
DRV-BB-01026,Pool BSD,4.78
DRV-BB-01027,Pool Halim,4.71
DRV-BB-01028,Pool Kramat Jati,4.87
DRV-BB-01029,Pool BSD,4.66
DRV-BB-01030,Pool Puri,4.89
DRV-BB-01031,Pool Mampang,4.65
DRV-BB-01032,Pool Ciputat,4.61
DRV-BB-01033,Pool Kelapa Gading,4.95
DRV-BB-01034,Pool Ciputat,4.87
DRV-BB-01035,Pool Puri,4.94
DRV-BB-01036,Pool Puri,4.63
DRV-BB-01037,Pool Halim,4.98
DRV-BB-01038,Pool BSD,4.66
DRV-BB-01039,Pool Kramat Jati,4.71
DRV-BB-01040,Pool Mampang,4.66
DRV-BB-01041,Pool Kelapa Gading,4.77
DRV-BB-01042,Pool BSD,4.73
DRV-BB-01043,Pool Halim,4.76
DRV-BB-01044,Pool Kelapa Gading,4.75
DRV-BB-01045,Pool Mampang,4.86
DRV-BB-01046,Pool Halim,4.91
DRV-BB-01047,Pool Kramat Jati,4.92
DRV-BB-01048,Pool Halim,4.61
DRV-BB-01049,Pool Kelapa Gading,4.86
DRV-BB-01050,Pool BSD,4.74
DRV-BB-01051,Pool Puri,4.96
DRV-BB-01052,Pool Mampang,4.71
DRV-BB-01053,Pool Ciputat,4.77
DRV-BB-01054,Pool Puri,4.91
DRV-BB-01055,Pool Kramat Jati,4.69
DRV-BB-01056,Pool Mampang,4.73
DRV-BB-01057,Pool Kelapa Gading,4.83
DRV-BB-01058,Pool Puri,4.71
DRV-BB-01059,Pool Mampang,4.75
DRV-BB-01060,Pool Ciputat,4.67
DRV-BB-01061,Pool Mampang,4.91
DRV-BB-01062,Pool Puri,4.68
DRV-BB-01063,Pool Mampang,4.99
DRV-BB-01064,Pool Puri,4.74
DRV-BB-01065,Pool BSD,4.66
DRV-BB-01066,Pool Kelapa Gading,4.85
DRV-BB-01067,Pool BSD,4.93
DRV-BB-01068,Pool Mampang,4.76
DRV-BB-01069,Pool BSD,4.9
DRV-BB-01070,Pool Mampang,4.65
DRV-BB-01071,Pool Puri,4.81
DRV-BB-01072,Pool Puri,4.81
DRV-BB-01073,Pool Ciputat,4.61
DRV-BB-01074,Pool Kramat Jati,5.0
DRV-BB-01075,Pool Kelapa Gading,4.63
DRV-BB-01076,Pool Kramat Jati,4.93
DRV-BB-01077,Pool BSD,4.95
DRV-BB-01078,Pool Ciputat,4.71
DRV-BB-01079,Pool BSD,4.95
DRV-BB-01080,Pool Ciputat,4.93
DRV-BB-01081,Pool Ciputat,4.73
DRV-BB-01082,Pool Halim,4.82
DRV-BB-01083,Pool BSD,4.85
DRV-BB-01084,Pool Puri,4.61
DRV-BB-01085,Pool Puri,4.62
DRV-BB-01086,Pool Kelapa Gading,4.96
DRV-BB-01087,Pool Ciputat,4.79
DRV-BB-01088,Pool Puri,4.94
DRV-BB-01089,Pool Ciputat,4.95
DRV-BB-01090,Pool Mampang,4.88
DRV-BB-01091,Pool Ciputat,4.69
DRV-BB-01092,Pool Kramat Jati,4.76
DRV-BB-01093,Pool Kelapa Gading,4.7
DRV-BB-01094,Pool Ciputat,4.76
DRV-BB-01095,Pool Halim,4.95
DRV-BB-01096,Pool Ciputat,4.94
DRV-BB-01097,Pool Kelapa Gading,4.83
DRV-BB-01098,Pool Mampang,4.8
DRV-BB-01099,Pool Halim,4.77
DRV-BB-01100,Pool Halim,4.63
DRV-BB-01101,Pool Puri,4.71
DRV-BB-01102,Pool Kelapa Gading,4.65
DRV-BB-01103,Pool Kelapa Gading,4.61
DRV-BB-01104,Pool BSD,4.91
DRV-BB-01105,Pool Ciputat,4.73
DRV-BB-01106,Pool Ciputat,4.8
DRV-BB-01107,Pool Mampang,4.69
DRV-BB-01108,Pool Ciputat,4.85
DRV-BB-01109,Pool Halim,4.92
DRV-BB-01110,Pool Halim,4.97
DRV-BB-01111,Pool Puri,4.79
DRV-BB-01112,Pool Halim,4.89
DRV-BB-01113,Pool Ciputat,5.0
DRV-BB-01114,Pool Kelapa Gading,4.76
DRV-BB-01115,Pool Mampang,4.63
DRV-BB-01116,Pool Halim,4.9
DRV-BB-01117,Pool Puri,4.76
DRV-BB-01118,Pool Ciputat,4.7
DRV-BB-01119,Pool BSD,4.6
DRV-BB-01120,Pool BSD,4.61
DRV-BB-01121,Pool Puri,4.66
DRV-BB-01122,Pool Halim,4.92
DRV-BB-01123,Pool Kramat Jati,4.84
DRV-BB-01124,Pool Halim,4.92
DRV-BB-01125,Pool Halim,4.73
DRV-BB-01126,Pool Kelapa Gading,4.75
DRV-BB-01127,Pool Puri,4.74
DRV-BB-01128,Pool Puri,4.93
DRV-BB-01129,Pool Kelapa Gading,4.74
DRV-BB-01130,Pool Kramat Jati,4.82
DRV-BB-01131,Pool Mampang,4.87
DRV-BB-01132,Pool BSD,4.95
DRV-BB-01133,Pool Mampang,4.66
DRV-BB-01134,Pool Kramat Jati,4.8
DRV-BB-01135,Pool Halim,4.78
DRV-BB-01136,Pool Puri,4.73
DRV-BB-01137,Pool Kelapa Gading,4.86
DRV-BB-01138,Pool Puri,4.94
DRV-BB-01139,Pool Puri,4.82
DRV-BB-01140,Pool Halim,4.61
DRV-BB-01141,Pool Ciputat,4.68
DRV-BB-01142,Pool Kelapa Gading,4.99
DRV-BB-01143,Pool Ciputat,4.79
DRV-BB-01144,Pool Ciputat,4.68
DRV-BB-01145,Pool BSD,4.74
DRV-BB-01146,Pool Kramat Jati,4.68
DRV-BB-01147,Pool Halim,4.98
DRV-BB-01148,Pool Mampang,4.89
DRV-BB-01149,Pool Kramat Jati,5.0
DRV-BB-01150,Pool Puri,4.63
DRV-BB-01151,Pool Puri,4.94
DRV-BB-01152,Pool Kramat Jati,4.78
DRV-BB-01153,Pool BSD,4.96
DRV-BB-01154,Pool Ciputat,4.75
DRV-BB-01155,Pool Kramat Jati,4.87
DRV-BB-01156,Pool Ciputat,4.76
DRV-BB-01157,Pool Puri,4.61
DRV-BB-01158,Pool Ciputat,4.81
DRV-BB-01159,Pool Mampang,4.97
DRV-BB-01160,Pool Mampang,4.78
DRV-BB-01161,Pool Puri,4.77
DRV-BB-01162,Pool Halim,4.83
DRV-BB-01163,Pool Ciputat,4.66
DRV-BB-01164,Pool Mampang,4.97
DRV-BB-01165,Pool Puri,4.78
DRV-BB-01166,Pool Ciputat,4.9
DRV-BB-01167,Pool Halim,4.88
DRV-BB-01168,Pool Kramat Jati,4.69
DRV-BB-01169,Pool Kramat Jati,4.9
DRV-BB-01170,Pool Ciputat,4.75
DRV-BB-01171,Pool BSD,4.62
DRV-BB-01172,Pool Kelapa Gading,4.86
DRV-BB-01173,Pool Mampang,4.91
DRV-BB-01174,Pool Ciputat,4.92
DRV-BB-01175,Pool Halim,4.83
DRV-BB-01176,Pool Kelapa Gading,4.88
DRV-BB-01177,Pool Ciputat,4.78
DRV-BB-01178,Pool Kramat Jati,4.78
DRV-BB-01179,Pool BSD,4.68
DRV-BB-01180,Pool Halim,4.74
DRV-BB-01181,Pool Ciputat,4.83
DRV-BB-01182,Pool Puri,4.84
DRV-BB-01183,Pool Ciputat,4.96
DRV-BB-01184,Pool Kelapa Gading,4.69
DRV-BB-01185,Pool Kramat Jati,4.79
DRV-BB-01186,Pool Mampang,4.72
DRV-BB-01187,Pool Ciputat,4.67
DRV-BB-01188,Pool Kelapa Gading,4.87
DRV-BB-01189,Pool Kramat Jati,4.79
DRV-BB-01190,Pool Puri,4.63
DRV-BB-01191,Pool BSD,4.85
DRV-BB-01192,Pool BSD,4.64
DRV-BB-01193,Pool BSD,4.86
DRV-BB-01194,Pool Puri,4.99
DRV-BB-01195,Pool BSD,4.75
DRV-BB-01196,Pool Kelapa Gading,4.67
DRV-BB-01197,Pool Kramat Jati,4.92
DRV-BB-01198,Pool BSD,4.69
DRV-BB-01199,Pool Puri,4.94
DRV-BB-01200,Pool BSD,4.72
DRV-BB-01201,Pool Kramat Jati,4.61
DRV-BB-01202,Pool BSD,4.84
DRV-BB-01203,Pool Kramat Jati,4.86
DRV-BB-01204,Pool Kramat Jati,4.78
DRV-BB-01205,Pool Mampang,4.94
DRV-BB-01206,Pool Ciputat,4.87
DRV-BB-01207,Pool Ciputat,4.83
DRV-BB-01208,Pool Puri,4.75
DRV-BB-01209,Pool Halim,4.68
DRV-BB-01210,Pool Kramat Jati,4.77
DRV-BB-01211,Pool Kelapa Gading,4.85
DRV-BB-01212,Pool Mampang,4.73
DRV-BB-01213,Pool Ciputat,4.62
DRV-BB-01214,Pool BSD,4.61
DRV-BB-01215,Pool Kelapa Gading,4.92
DRV-BB-01216,Pool Halim,4.97
DRV-BB-01217,Pool BSD,4.97
DRV-BB-01218,Pool Mampang,4.84
DRV-BB-01219,Pool Kelapa Gading,4.61
DRV-BB-01220,Pool BSD,4.97
DRV-BB-01221,Pool Puri,4.95
DRV-BB-01222,Pool Ciputat,4.61
DRV-BB-01223,Pool Kramat Jati,4.89
DRV-BB-01224,Pool Kelapa Gading,4.63
DRV-BB-01225,Pool Halim,4.97
DRV-BB-01226,Pool Puri,4.66
DRV-BB-01227,Pool Mampang,4.82
DRV-BB-01228,Pool Kelapa Gading,4.91
DRV-BB-01229,Pool BSD,4.74
DRV-BB-01230,Pool Kelapa Gading,4.78
DRV-BB-01231,Pool Kramat Jati,4.99
